24000|San Francisco de Campeche Centro|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0001|Urbano|01
24010|Guadalupe|Barrio|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|02|002|0009|Urbano|01
24010|Pablo Garcia|Unidad habitacional|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|31|002|0010|Urbano|01
24010|San Francisco|Barrio|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|02|002|0011|Urbano|01
24010|Villa del Río|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0013|Urbano|01
24010|Guadalupe|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0532|Urbano|01
24014|Ah-kim-pech|Zona comercial|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|33|002|0533|Urbano|01
24020|Residencial del Bosque|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0004|Urbano|01
24020|Bellavista|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0016|Urbano|01
24020|Ampliación Bellavista|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0017|Urbano|01
24020|Emiliano Zapata|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0018|Urbano|01
24020|La Ermita|Barrio|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|02|002|0019|Urbano|01
24020|San Joaquín|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0020|Urbano|01
24020|Santa Lucia|Barrio|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|02|002|0021|Urbano|01
24020|Camino Real|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0534|Urbano|01
24020|Benito Juárez|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0535|Urbano|01
24020|Buenos Aires|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0536|Urbano|01
24020|San Caralampio|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0537|Urbano|01
24020|Dzarbay|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0538|Urbano|01
24020|Sotavento|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|1066|Urbano|01
24020|Villamar|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|1170|Urbano|01
24022|Montecarlo|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0035|Urbano|01
24022|Carzabela|Unidad habitacional|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|31|002|0102|Urbano|01
24023|Fidel Velázquez|Unidad habitacional|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|31|002|0023|Urbano|01
24023|Las Murallas|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0030|Urbano|01
24023|Residencial Algarrobo|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0054|Urbano|01
24023|Ernesto Zedillo|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0539|Urbano|01
24023|Residencial Campestre|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|1021|Urbano|01
24023|Nachi Cocom|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|1059|Urbano|01
24023|Quinta Hermosa|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|1159|Urbano|01
24023|Hacienda Real el Fenix|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|1160|Urbano|01
24024|Mártires de Río Blanco|Unidad habitacional|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|31|002|0024|Urbano|01
24025|Solidaridad Nacional|Unidad habitacional|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|31|002|0026|Urbano|01
24025|Paseo de los Sauces|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0119|Urbano|01
24026|Granjas|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0028|Urbano|01
24026|Morelos|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0029|Urbano|01
24026|San José el Alto|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0032|Urbano|01
24026|Divino Niño|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0100|Urbano|01
24026|Minas|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0541|Urbano|01
24026|Cumbres|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0542|Urbano|01
24026|Valle Dorado|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0543|Urbano|01
24026|Ampliación Josefa Ortiz de Domínguez|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0544|Urbano|01
24026|Mirador|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0545|Urbano|01
24026|Elvia María Pérez de González|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|1013|Urbano|01
24026|Viveros|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|1051|Urbano|01
24026|Diana Laura|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|1063|Urbano|01
24026|Luis Donaldo Colosio|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|1064|Urbano|01
24026|Palma Real|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|1272|Urbano|01
24027|Palmas|Unidad habitacional|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|31|002|0033|Urbano|01
24027|San Miguel|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0715|Urbano|01
24027|Villa Mercedes|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0716|Urbano|01
24028|Villas de Ah-kim-Pech|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0036|Urbano|01
24028|Cocotero de las Palmas|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|1067|Urbano|01
24029|Centro SCT Campeche|Equipamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|17|002|0037|Urbano|01
24030|Bosques de Campeche|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0038|Urbano|01
24030|Héroes de Chapultepec (FOVI)|Unidad habitacional|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|31|002|0040|Urbano|01
24030|Resurgimiento|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0116|Urbano|01
24030|CEDAR Campeche|Equipamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|17|002|0118|Urbano|01
24030|Residencial Campeche Hills|Fraccionamiento|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|21|002|0120|Urbano|01
24030|Miramar|Colonia|Campeche|Campeche|San Francisco de Campeche|24003|04|24003|09|002|0547|Urbano|01
